date,time,currency,impact,event,actual,forecast,previous
Sep 3,5:30am,CAD,yellow,Trade Balance,N/A,3.2B,3.9B
Sep 3,5:30am,USD,yellow,FOMC Member Waller Speaks,N/A,N/A,N/A
Sep 3,5:30am,USD,yellow,Revised Nonfarm Productivity q/q,N/A,1.4%,1.4%
Sep 3,5:30am,USD,yellow,Revised Unit Labor Costs q/q,N/A,1.3%,1.3%
Sep 3,5:30am,USD,yellow,Trade Balance,N/A,-89.4B,-73.3B
Sep 3,5:30am,USD,yellow,Unemployment Claims,N/A,205K,203K
Sep 3,6:45am,USD,yellow,Final Services PMI,N/A,56.8,56.8
Sep 3,7:00am,USD,yellow,ISM Services PMI,N/A,54.2,54.1
Sep 3,7:30am,USD,yellow,Natural Gas Storage,N/A,30B,15B
Sep 3,Tentative,EUR,yellow,French 10-y Bond Auction,N/A,N/A,3.86
Sep 3,Tentative,EUR,yellow,Spanish 10-y Bond Auction,N/A,N/A,3.54
Sep 3,Tentative,USD,yellow,FOMC Member Goolsbee Speaks,N/A,N/A,N/A
Sep 30,11:30pm,AUD,yellow,Commodity Prices y/y,N/A,N/A,N/A
Sep 30,11:30pm,CHF,yellow,CPI m/m,N/A,N/A,N/A
Sep 30,12:55am,EUR,yellow,German Unemployment Change,N/A,N/A,N/A
Sep 30,1:00am,CHF,yellow,UBS Economic Expectations,N/A,N/A,N/A
Sep 30,2:00am,EUR,yellow,Italian Prelim CPI m/m,N/A,N/A,N/A
Sep 30,2:30am,GBP,yellow,FPC Meeting Minutes,N/A,N/A,N/A
Sep 30,2:30am,GBP,yellow,FPC Statement,N/A,N/A,N/A
Sep 30,2:45pm,NZD,yellow,Building Consents m/m,N/A,N/A,N/A
Sep 30,4:50pm,JPY,yellow,BOJ Summary of Opinions,N/A,N/A,N/A
Sep 30,4:50pm,JPY,yellow,Tankan Manufacturing Index,N/A,N/A,N/A
Sep 30,4:50pm,JPY,yellow,Tankan Non-Manufacturing Index,N/A,N/A,N/A
Sep 30,5:15am,USD,yellow,ADP Non-Farm Employment Change,N/A,N/A,N/A
Sep 30,5:30am,USD,yellow,Core PCE Price Index m/m,N/A,N/A,N/A
Sep 30,5:30am,USD,yellow,Final GDP Price Index q/q,N/A,N/A,N/A
Sep 30,5:30am,USD,yellow,Final GDP q/q,N/A,N/A,N/A
Sep 30,5:30am,USD,yellow,Goods Trade Balance,N/A,N/A,N/A
Sep 30,5:30am,USD,yellow,Personal Income m/m,N/A,N/A,N/A
Sep 30,5:30am,USD,yellow,Personal Spending m/m,N/A,N/A,N/A
Sep 30,5:30am,USD,yellow,Prelim Wholesale Inventories m/m,N/A,N/A,N/A
Sep 30,5:30pm,JPY,yellow,Final Manufacturing PMI,N/A,N/A,N/A
Sep 30,6:00am,CHF,yellow,SNB Quarterly Bulletin,N/A,N/A,N/A
Sep 30,6:30pm,AUD,yellow,Goods Trade Balance,N/A,N/A,N/A
Sep 30,6:30pm,AUD,yellow,RBA Financial Stability Review,N/A,N/A,N/A
Sep 30,6:45am,USD,yellow,Chicago PMI,N/A,N/A,N/A
Sep 30,7:30am,USD,red,Core PCE Price Index m/m,N/A,N/A,N/A
Sep 30,7:30am,USD,yellow,Crude Oil Inventories,N/A,N/A,N/A
Sep 30,7:30am,USD,red,Final GDP q/q,N/A,N/A,N/A
Sep 30,8:35pm,JPY,yellow,10-y Bond Auction,N/A,N/A,N/A
Sep 30,All Day,CAD,yellow,Bank Holiday,N/A,N/A,N/A
Sep 30,All Day,CNY,yellow,Bank Holiday,N/A,N/A,N/A
Sep 4,1:00am,EUR,yellow,Italian Retail Sales m/m,N/A,0.2%,-0.1%
Sep 4,1:30am,GBP,yellow,Construction PMI,N/A,45.8,44.7
Sep 4,1:50am,GBP,yellow,BOE Gov Bailey Speaks,N/A,N/A,N/A
Sep 4,2:00am,EUR,yellow,Retail Sales m/m,N/A,0.3%,-0.3%
Sep 4,3:50am,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
Sep 4,5:30am,CAD,yellow,Employment Change,N/A,15.1K,75.1K
Sep 4,5:30am,CAD,yellow,Unemployment Rate,N/A,6.4%,6.4%
Sep 4,5:30am,USD,yellow,Average Hourly Earnings m/m,N/A,0.3%,0.1%
Sep 4,5:30am,USD,yellow,Non-Farm Employment Change,N/A,55K,-23K
Sep 4,5:30am,USD,yellow,Unemployment Rate,N/A,4.1%,4.1%
Sep 4,7:00am,CAD,yellow,Ivey PMI,N/A,56.2,55.1
Sep 4,7:30am,CAD,red,Employment Change,N/A,15.1K,75.1K
Sep 4,7:30am,CAD,red,Unemployment Rate,N/A,6.4%,6.4%
Sep 4,7:30am,USD,red,Average Hourly Earnings m/m,N/A,0.3%,0.1%
Sep 4,7:30am,USD,red,Non-Farm Employment Change,N/A,55K,-23K
Sep 4,7:30am,USD,red,Unemployment Rate,N/A,4.1%,4.1%
Sep 6,10:00pm,JPY,yellow,Leading Indicators,N/A,N/A,116.5%
Sep 6,11:00pm,EUR,yellow,German Industrial Production m/m,N/A,N/A,0.2%
Sep 6,11:00pm,GBP,yellow,Lloyds HPI m/m,N/A,N/A,N/A
Sep 6,6:30pm,AUD,yellow,ANZ Job Advertisements m/m,N/A,N/A,0.8%
Sep 6,7th-14th,EUR,yellow,German WPI m/m,N/A,N/A,N/A
Sep 7,10:00pm,JPY,yellow,Economy Watchers Sentiment,N/A,N/A,45.7
Sep 7,11:00pm,EUR,yellow,German Trade Balance,N/A,N/A,15.4B
Sep 7,11:45pm,EUR,yellow,French Trade Balance,N/A,N/A,-5.8B
Sep 7,12:00am,CHF,yellow,Foreign Currency Reserves,N/A,N/A,768B
Sep 7,12:00am,CHF,yellow,Unemployment Rate,N/A,N/A,3.1%
Sep 7,1:30am,EUR,yellow,Sentix Investor Confidence,N/A,N/A,0.9
Sep 7,2:00am,EUR,yellow,Final Employment Change q/q,N/A,N/A,0.1%
Sep 7,2:00am,EUR,yellow,Revised GDP q/q,N/A,N/A,0.4%
Sep 7,3:45pm,NZD,yellow,Manufacturing Sales q/q,N/A,N/A,2.8%
Sep 7,4:01pm,GBP,yellow,BRC Retail Sales Monitor y/y,N/A,N/A,1.0%
Sep 7,4:30pm,JPY,yellow,Average Cash Earnings y/y,N/A,N/A,4.0%
Sep 7,4:50pm,JPY,yellow,Bank Lending y/y,N/A,N/A,5.4%
Sep 7,4:50pm,JPY,yellow,Current Account,N/A,N/A,1.40T
Sep 7,4:50pm,JPY,yellow,Final GDP Price Index y/y,N/A,N/A,2.6%
Sep 7,4:50pm,JPY,yellow,Final GDP q/q,N/A,N/A,0.3%
Sep 7,5:30pm,AUD,yellow,Westpac Consumer Sentiment,N/A,N/A,6.0%
Sep 7,6:30pm,AUD,yellow,NAB Business Confidence,N/A,N/A,-6
Sep 7,All Day,CAD,yellow,Bank Holiday,N/A,N/A,N/A
Sep 7,All Day,USD,yellow,Bank Holiday,N/A,N/A,N/A
Sep 7,Tentative,CNY,yellow,Trade Balance,N/A,N/A,767B
Sep 7,Tentative,CNY,yellow,USD-Denominated Trade Balance,N/A,N/A,112.5B
Sep 8,11:00pm,JPY,yellow,Prelim Machine Tool Orders y/y,N/A,N/A,50.4%
Sep 8,11:45pm,EUR,yellow,French Industrial Production m/m,N/A,N/A,0.1%
Sep 8,12:00pm,USD,yellow,Consumer Credit m/m,N/A,N/A,14.2B
Sep 8,3:00am,USD,yellow,NFIB Small Business Index,N/A,N/A,99.8
Sep 8,4:50pm,JPY,yellow,M2 Money Stock y/y,N/A,N/A,2.2%
Sep 8,6:30pm,CNY,yellow,CPI y/y,N/A,N/A,0.5%
Sep 8,6:30pm,CNY,yellow,PPI y/y,N/A,N/A,3.5%
Sep 8,Tentative,CAD,yellow,Annual Budget Release,N/A,N/A,N/A
Sep 9,10:01am,USD,yellow,10-y Bond Auction,N/A,N/A,4.68
Sep 9,11:00pm,EUR,yellow,German Final CPI m/m,N/A,N/A,N/A
Sep 9,1:30pm,USD,yellow,API Weekly Statistical Bulletin,N/A,N/A,N/A
Sep 9,4:01pm,GBP,yellow,RICS House Price Balance,N/A,N/A,-30%
Sep 9,5:15am,USD,yellow,ADP Weekly Employment Change,N/A,N/A,N/A
Sep 9,6:00pm,AUD,yellow,MI Inflation Expectations,N/A,N/A,4.9%
Sep 9,Tentative,EUR,yellow,German 10-y Bond Auction,N/A,N/A,3.26
