date,time,currency,impact,event,actual,forecast,previous
May 23,3:30pm,GBP,red,Flash Manufacturing PMI,51.3,49.5,49.1
May 23,3:30pm,GBP,red,Flash Services PMI,52.9,54.7,55.0
May 23,6:30pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
May 23,7:30pm,CAD,yellow,NHPI m/m,0.2%,0.1%,0.0%
May 23,7:30pm,USD,red,Unemployment Claims,215K,220K,223K
May 23,8:00pm,CNY,yellow,CB Leading Index m/m,-0.2%,N/A,-0.4%
May 23,8:45pm,USD,red,Flash Manufacturing PMI,50.9,50.0,50.0
May 23,8:45pm,USD,red,Flash Services PMI,54.8,51.2,51.3
May 23,9:00pm,EUR,yellow,Consumer Confidence,-14,-14,-15
May 23,9:00pm,USD,orange,New Home Sales,634K,677K,665K
May 23,9:30pm,USD,yellow,Natural Gas Storage,78B,84B,70B
May 24,2:00am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
May 24,5:45am,NZD,yellow,Trade Balance,91M,-202M,476M
May 24,6:01am,GBP,yellow,GfK Consumer Confidence,-17,-18,-19
May 24,6:30am,JPY,yellow,National Core CPI y/y,2.2%,2.2%,2.6%
May 24,1:00pm,EUR,yellow,German Final GDP q/q,0.2%,0.2%,0.2%
May 24,1:00pm,GBP,red,Retail Sales m/m,-2.3%,-0.5%,-0.2%
May 24,2:45pm,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
May 24,4:15pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
May 24,4:44pm,CNY,yellow,Foreign Direct Investment ytd/y,-27.9%,N/A,-26.1%
May 24,7:30pm,CAD,orange,Core Retail Sales m/m,-0.6%,0.3%,-0.2%
May 24,7:30pm,CAD,orange,Retail Sales m/m,-0.2%,-0.1%,-0.1%
May 24,7:30pm,CAD,yellow,Corporate Profits q/q,0.6%,N/A,2.7%
May 24,7:30pm,USD,orange,Core Durable Goods Orders m/m,0.4%,0.1%,0.0%
May 24,7:30pm,USD,orange,Durable Goods Orders m/m,0.7%,-0.9%,0.9%
May 24,8:35pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
May 24,9:00pm,USD,red,Revised UoM Consumer Sentiment,69.1,67.8,67.4
May 24,9:00pm,USD,yellow,Revised UoM Inflation Expectations,3.3%,N/A,3.5%
May 27,7:05am,JPY,red,BOJ Gov Ueda Speaks,N/A,N/A,N/A
May 27,All Day,GBP,gray,Bank Holiday,N/A,N/A,N/A
May 27,3:00pm,EUR,orange,German ifo Business Climate,89.3,90.4,89.3
May 27,All Day,USD,gray,Bank Holiday,N/A,N/A,N/A
May 27,7:59pm,EUR,yellow,Belgian NBB Business Climate,-11.0,-10.8,-11.9
May 28,6:01am,GBP,yellow,BRC Shop Price Index y/y,0.6%,N/A,0.8%
May 28,6:50am,JPY,yellow,SPPI y/y,2.8%,2.3%,2.4%
May 28,8:30am,AUD,orange,Retail Sales m/m,0.1%,0.3%,-0.4%
May 28,11:55am,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
May 28,11:55am,USD,yellow,FOMC Member Bowman Speaks,N/A,N/A,N/A
May 28,11:55am,USD,yellow,FOMC Member Mester Speaks,N/A,N/A,N/A
May 28,12:00pm,JPY,yellow,BOJ Core CPI y/y,1.8%,2.2%,2.2%
May 28,1:00pm,EUR,yellow,German WPI m/m,0.4%,0.1%,0.2%
May 28,5:00pm,GBP,yellow,CBI Realized Sales,8,-24,-44
May 28,7:30pm,CAD,yellow,IPPI m/m,1.5%,0.8%,0.9%
May 28,7:30pm,CAD,yellow,RMPI m/m,5.5%,3.1%,4.3%
May 28,8:00pm,USD,orange,S&P/CS Composite-20 HPI y/y,7.4%,7.3%,7.3%
May 28,8:00pm,USD,yellow,HPI m/m,0.1%,0.5%,1.2%
May 28,9:00pm,USD,red,CB Consumer Confidence,102.0,96.0,97.5
May 29,12:05am,USD,yellow,FOMC Member Cook Speaks,N/A,N/A,N/A
May 29,12:05am,USD,yellow,FOMC Member Daly Speaks,N/A,N/A,N/A
May 29,7:30am,AUD,yellow,MI Leading Index m/m,0.0%,N/A,-0.1%
May 29,8:00am,NZD,yellow,ANZ Business Confidence,11.2,N/A,14.9
May 29,8:30am,AUD,red,CPI y/y,3.6%,3.4%,3.5%
May 29,8:30am,AUD,yellow,Construction Work Done q/q,-2.9%,0.6%,1.8%
May 29,11:59am,JPY,yellow,Consumer Confidence,36.2,39.1,38.3
May 29,1:00pm,EUR,yellow,German GfK Consumer Climate,-20.9,-22.5,-24.0
May 29,All Day,EUR,red,German Prelim CPI m/m,0.1%,0.2%,0.5%
May 29,3:00pm,CHF,yellow,UBS Economic Expectations,18.2,N/A,17.6
May 29,3:00pm,EUR,yellow,M3 Money Supply y/y,1.3%,1.3%,0.9%
May 29,3:00pm,EUR,yellow,Private Loans y/y,0.2%,0.4%,0.2%
May 29,8:59pm,USD,orange,Richmond Manufacturing Index,0,-6,-7
May 30,12:45am,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
May 30,1:00am,USD,yellow,Beige Book,N/A,N/A,N/A
May 30,5:45am,NZD,yellow,Building Consents m/m,-1.9%,N/A,-0.2%
May 30,5:50am,AUD,yellow,RBA Assist Gov Hunter Speaks,N/A,N/A,N/A
May 30,6:00am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
May 30,7:00am,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
May 30,8:30am,AUD,yellow,Building Approvals m/m,-0.3%,1.8%,2.7%
May 30,8:30am,AUD,yellow,Private Capital Expenditure q/q,1.0%,0.6%,0.9%
May 30,9:00am,NZD,orange,Annual Budget Release,N/A,N/A,N/A
May 30,1:00pm,CHF,yellow,Trade Balance,4.32B,3.98B,3.77B
May 30,2:00pm,CHF,orange,GDP q/q,0.5%,0.3%,0.3%
May 30,2:00pm,CHF,yellow,KOF Economic Barometer,100.3,102.2,101.9
May 30,2:00pm,EUR,orange,Spanish Flash CPI y/y,3.6%,3.7%,3.3%
May 30,3:00pm,EUR,yellow,Italian Monthly Unemployment Rate,6.9%,7.3%,7.1%
May 30,4:00pm,EUR,yellow,Unemployment Rate,6.4%,6.5%,6.5%
May 30,4:21pm,EUR,yellow,Italian 10-y Bond Auction,3.97|1.5,N/A,3.86|1.3
May 30,7:30pm,CAD,yellow,Current Account,-5.4B,-5.5B,-4.5B
May 30,7:30pm,USD,red,Prelim GDP q/q,1.3%,1.2%,1.6%
May 30,7:30pm,USD,red,Unemployment Claims,219K,218K,216K
May 30,7:30pm,USD,orange,Prelim GDP Price Index q/q,3.0%,3.1%,3.1%
May 30,7:30pm,USD,yellow,Goods Trade Balance,-99.4B,-91.9B,-92.3B
May 30,7:30pm,USD,yellow,Prelim Wholesale Inventories m/m,0.2%,0.0%,-0.4%
May 30,9:00pm,USD,red,Pending Home Sales m/m,-7.7%,-1.1%,3.6%
May 30,9:30pm,USD,yellow,Natural Gas Storage,84B,77B,78B
May 30,10:00pm,USD,yellow,Crude Oil Inventories,-4.2M,-1.6M,1.8M
May 30,11:05pm,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
May 31,6:30am,JPY,orange,Tokyo Core CPI y/y,1.9%,1.9%,1.6%
May 31,6:30am,JPY,yellow,Unemployment Rate,2.6%,2.6%,2.6%
May 31,6:50am,JPY,yellow,Prelim Industrial Production m/m,-0.1%,1.5%,4.4%
May 31,6:50am,JPY,yellow,Retail Sales y/y,2.4%,1.8%,1.1%
May 31,8:30am,AUD,yellow,Private Sector Credit m/m,0.5%,0.4%,0.4%
May 31,8:30am,CNY,red,Manufacturing PMI,49.5,50.5,50.4
May 31,8:30am,CNY,orange,Non-Manufacturing PMI,51.1,51.5,51.2
May 31,12:00pm,JPY,yellow,Housing Starts y/y,13.9%,-0.2%,-12.8%
May 31,12:30pm,EUR,yellow,French Final Private Payrolls q/q,0.3%,0.2%,0.2%
May 31,1:00pm,EUR,yellow,German Import Prices m/m,0.7%,0.5%,0.4%
May 31,1:00pm,EUR,yellow,German Retail Sales m/m,-1.2%,-0.2%,2.6%
May 31,1:00pm,GBP,yellow,Nationwide HPI m/m,0.4%,0.1%,-0.4%
May 31,1:30pm,CHF,yellow,Retail Sales y/y,2.7%,0.2%,-0.2%
May 31,1:45pm,EUR,yellow,French Consumer Spending m/m,-0.8%,0.2%,0.5%
May 31,1:45pm,EUR,yellow,French Prelim CPI m/m,0.0%,0.1%,0.5%
May 31,1:45pm,EUR,yellow,French Prelim GDP q/q,0.2%,0.2%,0.2%
May 31,3:30pm,GBP,yellow,M4 Money Supply m/m,0.1%,0.4%,0.7%
May 31,3:30pm,GBP,yellow,Mortgage Approvals,61K,62K,61K
May 31,3:30pm,GBP,yellow,Net Lending to Individuals m/m,3.1B,2.0B,1.9B
May 31,4:00pm,EUR,red,Core CPI Flash Estimate y/y,2.9%,2.7%,2.7%
May 31,4:00pm,EUR,red,CPI Flash Estimate y/y,2.6%,2.5%,2.4%
May 31,4:00pm,EUR,yellow,Italian Prelim CPI m/m,0.2%,0.2%,0.1%
May 31,7:30pm,CAD,red,GDP m/m,0.0%,0.0%,0.2%
May 31,7:30pm,USD,red,Core PCE Price Index m/m,0.2%,0.3%,0.3%
May 31,7:30pm,USD,yellow,Personal Income m/m,0.3%,0.3%,0.5%
May 31,7:30pm,USD,yellow,Personal Spending m/m,0.2%,0.3%,0.7%
May 31,8:45pm,USD,orange,Chicago PMI,35.4,41.1,37.9
